ID	StromalScore	ImmuneScore	ESTIMATEScore	TumorPurity
GSE84437_GSM2235762	74.8286685032902	1070.20139806503	1145.03006656832	0.715774111972159
GSE84437_GSM2235763	-68.8123915518587	1628.28591322856	1559.4735216767	0.671992832275429
GSE84437_GSM2235764	-1412.83280279403	666.384991544546	-746.447811249488	0.879770392102571
GSE84437_GSM2235765	1139.7105524781	1175.72974792184	2315.44030039994	0.585850687117491
GSE84437_GSM2235766	-784.503439527601	203.819993170286	-580.683446357315	0.867943567381342
GSE84437_GSM2235767	1120.51229267134	973.771343913205	2094.28363658454	0.611846211782365
GSE84437_GSM2235768	1149.66491850337	2592.4924720243	3742.15739052767	0.404565652504163
GSE84437_GSM2235769	-386.335924820366	384.09296564643	-2.24295917393641	0.822696588093867
GSE84437_GSM2235770	-109.273212628438	1182.18486876813	1072.91165613969	0.723126510461498
GSE84437_GSM2235771	562.504905553465	1348.8474235428	1911.35232909626	0.632862550805878
GSE84437_GSM2235772	643.078886353714	1481.40953399707	2124.48842035079	0.608333246508709
GSE84437_GSM2235773	571.857491450445	1273.48267333405	1845.3401647845	0.640335203417409
GSE84437_GSM2235774	421.220472295619	1096.02760950031	1517.24808179593	0.676570022655207
GSE84437_GSM2235775	412.006556207373	1521.26834647958	1933.27490268695	0.630367712138698
GSE84437_GSM2235776	514.493301565696	1409.48463323489	1923.97793480059	0.631426526850501
GSE84437_GSM2235777	557.328717177134	1957.73734929524	2515.06606647237	0.561855079743615
GSE84437_GSM2235778	179.727715177193	585.268104233795	764.995819410989	0.753596660066795
GSE84437_GSM2235779	-177.127583836451	1483.93035464603	1306.80277080957	0.698991033336145
GSE84437_GSM2235780	355.806602107171	1700.17878104001	2055.98538314719	0.616283185101627
GSE84437_GSM2235781	-154.828310723935	981.142146045556	826.313835321621	0.747649671859015
GSE84437_GSM2235782	600.494629924313	1257.01068592697	1857.50531585128	0.63896259258019
GSE84437_GSM2235783	909.866051074898	1306.90205104395	2216.76810211885	0.597526882182153
GSE84437_GSM2235784	-39.9884751754004	2025.38398143694	1985.39550626154	0.624410108371868
GSE84437_GSM2235785	336.679407981148	2629.42135275802	2966.10076073917	0.505895623895316
GSE84437_GSM2235786	1172.95961636874	2018.51947864767	3191.47909501641	0.477086852251767
GSE84437_GSM2235787	897.34223645234	1098.23773556386	1995.5799720162	0.623241701651468
GSE84437_GSM2235788	571.658915759245	2379.63773517042	2951.29665092966	0.507768907980056
GSE84437_GSM2235789	148.637249544911	1568.15112955308	1716.78837909799	0.654714238731324
GSE84437_GSM2235790	-117.194879373526	1707.2075243403	1590.01264496678	0.668666327701879
GSE84437_GSM2235791	1438.82039235874	1533.57672588668	2972.39711824542	0.505098170103423
GSE84437_GSM2235792	466.934013705565	918.614687434439	1385.54870114	0.690678336866078
GSE84437_GSM2235793	1517.40601342454	1573.30707099661	3090.71308442115	0.490033598904047
GSE84437_GSM2235794	686.405799903796	1826.87782652762	2513.28362643142	0.562071499711873
GSE84437_GSM2235795	841.74836601619	862.39458634921	1704.1429523654	0.656116169438845
GSE84437_GSM2235796	1119.83680214411	1639.07961808267	2758.91642022678	0.531891097856823
GSE84437_GSM2235797	-580.683273845948	1154.29286377805	573.609589932107	0.771763623608686
GSE84437_GSM2235798	-75.3657655215737	635.869931698574	560.504166177001	0.772985509326135
GSE84437_GSM2235799	-527.958183344742	791.0373913473	263.079208002557	0.799938154337213
GSE84437_GSM2235800	959.574933439519	2269.25110671362	3228.82604015314	0.472261731526796
GSE84437_GSM2235801	535.235826045151	1762.34862034971	2297.58444639486	0.587972806699299
GSE84437_GSM2235802	0.0755137739536898	1910.28374853082	1910.35926230477	0.632975409099116
GSE84437_GSM2235803	151.829304278715	1135.64411883995	1287.47342311867	0.701017273787862
GSE84437_GSM2235804	632.129015058146	1288.0538939156	1920.18290897374	0.631858397545773
GSE84437_GSM2235805	527.216524959182	703.778839617848	1230.99536457703	0.706905313064757
GSE84437_GSM2235806	-1210.43213503237	445.870270599213	-764.561864433153	0.881031334269155
GSE84437_GSM2235807	31.0495964152283	534.93916356661	565.988759981838	0.772474500394878
GSE84437_GSM2235808	249.45867803975	1541.15348639887	1790.61216443862	0.646484921214
GSE84437_GSM2235809	81.6867942449825	2261.73436123797	2343.42115548295	0.582517149347558
GSE84437_GSM2235810	-209.041947671855	551.80479017892	342.762842507066	0.792864650403981
GSE84437_GSM2235811	618.248469565671	1320.32553560051	1938.57400516618	0.629763681624437
GSE84437_GSM2235812	33.9754245791869	538.110620910101	572.086045489288	0.771905818253712
GSE84437_GSM2235813	-280.209361752275	1440.71787566018	1160.5085139079	0.71418561632842
GSE84437_GSM2235814	723.549756887879	1893.52753148097	2617.07728836885	0.549405473480367
GSE84437_GSM2235815	-199.50783479557	824.488546092675	624.980711297105	0.766946534027759
GSE84437_GSM2235816	351.978868323968	1818.69345517179	2170.67232349576	0.602938733090744
GSE84437_GSM2235817	29.75135756523	993.690165601983	1023.44152316721	0.728123129945615
GSE84437_GSM2235818	290.755552274166	2154.93893126222	2445.69448353639	0.570249498704155
GSE84437_GSM2235819	398.469689848097	593.844839660009	992.314529508105	0.73124737906067
GSE84437_GSM2235820	1101.9270909664	1978.50162459787	3080.42871556427	0.491348986398536
GSE84437_GSM2235821	94.148699933557	1601.92821459006	1696.07691452362	0.657009227262365
GSE84437_GSM2235822	-292.492260652081	618.05662615388	325.564365501799	0.79440056937329
GSE84437_GSM2235823	1081.69735618776	1930.1349424999	3011.83229868766	0.500093792125264
GSE84437_GSM2235824	1227.62848546941	1682.90674186165	2910.53522733105	0.512914364749614
GSE84437_GSM2235825	1193.9434977544	1004.5844692573	2198.5279670117	0.599671640339079
GSE84437_GSM2235826	204.645820661219	610.82321858464	815.469039245859	0.748705887824982
GSE84437_GSM2235827	1152.07518611545	1444.17420984747	2596.24939596292	0.55195744098431
GSE84437_GSM2235828	1231.95928199224	2798.65525208693	4030.61453407917	0.365492324776487
GSE84437_GSM2235829	83.4879351883708	1599.25005647028	1682.73799165865	0.65848406826888
GSE84437_GSM2235830	-523.227748919118	-15.4658164355096	-538.693565354627	0.864865855462824
GSE84437_GSM2235831	-509.270545011018	620.470182096521	111.199637085503	0.81311659163968
GSE84437_GSM2235837	1264.9062480599	1671.11379864631	2936.02004670621	0.509699466695477
GSE84437_GSM2235838	651.295524902782	637.68572617901	1288.98125108179	0.700859415212621
GSE84437_GSM2235839	42.4290125671048	845.739484278807	888.168496845911	0.741589270895293
GSE84437_GSM2235840	-325.732783943912	603.249709214389	277.516925270477	0.798664610483541
GSE84437_GSM2235841	913.921313327253	1627.745179491	2541.66649281825	0.558620752309818
GSE84437_GSM2235842	-98.4830824274509	229.44351831427	130.960435886819	0.811424698939697
GSE84437_GSM2235843	583.751233138532	1571.99239705543	2155.74363019397	0.604685522826032
GSE84437_GSM2235844	-110.340846228189	1452.29307510763	1341.95222887944	0.695292007026439
GSE84437_GSM2235845	580.856619167906	1513.77010180749	2094.6267209754	0.611806376777814
GSE84437_GSM2235846	109.950151072406	1115.90743332117	1225.85758439357	0.707438540148577
GSE84437_GSM2235847	920.593156587722	2688.75127373255	3609.34443032027	0.422316363511315
GSE84437_GSM2235848	1557.05487163345	1539.08332891366	3096.13820054712	0.489339267606973
GSE84437_GSM2235849	683.144427211527	1437.20178544498	2120.34621265651	0.608815714765287
GSE84437_GSM2235850	822.197002082745	1978.61800916098	2800.81501124372	0.52667298040124
GSE84437_GSM2235851	-294.029685625704	1403.38099661129	1109.35131098559	0.71942160186282
GSE84437_GSM2235852	679.653585567172	2733.11288826049	3412.76647382767	0.448292830337875
GSE84437_GSM2235853	3.33217435474005	2226.3966668267	2229.72884118144	0.596000295355413
GSE84437_GSM2235854	594.019617885999	1754.63215603558	2348.65177392158	0.581892900519215
GSE84437_GSM2235855	760.622140304408	3184.63483965045	3945.25697995486	0.377125968309972
GSE84437_GSM2235862	560.680565422574	2481.8978916532	3042.57845707577	0.49618042866406
GSE84437_GSM2235863	901.449978037315	1287.41823953953	2188.86821757684	0.60080573750102
GSE84437_GSM2235864	202.601598709196	1167.42304898542	1370.02464769462	0.692324448549488
GSE84437_GSM2235865	-400.636129454329	585.532298226152	184.896168771823	0.806772089242426
GSE84437_GSM2235866	1078.50751534292	1644.94031268068	2723.4478280236	0.536292696404746
GSE84437_GSM2235867	798.167009650124	1974.45557744931	2772.62258709943	0.53018631457832
GSE84437_GSM2235878	-282.650025657764	1581.6806007175	1299.03057505974	0.699806447816617
GSE84437_GSM2235879	1197.11072562394	1538.84670361039	2735.95742923433	0.534741927115558
GSE84437_GSM2235880	434.338454772573	1801.00452581117	2235.34298058374	0.595338361356188
GSE84437_GSM2235881	84.9001706794349	1359.68705812845	1444.58722880789	0.68438543312893
GSE84437_GSM2235882	818.459094424645	2150.12923699951	2968.58833142416	0.505580616722507
GSE84437_GSM2235883	960.311587265162	1614.4549096964	2574.76649696156	0.554584258764854
GSE84437_GSM2235884	1467.10065276439	2575.12248905277	4042.22314181716	0.363905678919264
GSE84437_GSM2235885	932.372261662793	2387.9232283793	3320.29549004209	0.460384482539192
GSE84437_GSM2235886	500.327442222977	793.01146880762	1293.3389110306	0.700403007076624
GSE84437_GSM2235887	118.0164869918	305.470227562548	423.486714554348	0.785588204216875
GSE84437_GSM2235888	-257.385592942898	1210.62673826105	953.241145318152	0.735147598789739
GSE84437_GSM2235889	-677.686680070657	1156.31279765725	478.626117586597	0.780554475577554
GSE84437_GSM2235899	496.663313236522	1789.98547197597	2286.6487852125	0.589270486718417
GSE84437_GSM2235900	752.745504576906	2310.06407467956	3062.80957925646	0.493599898441378
GSE84437_GSM2235901	337.306421714401	608.543188115324	945.849609829725	0.735882689467557
GSE84437_GSM2235902	1262.52154985078	1532.91900367205	2795.44055352283	0.527343441910134
GSE84437_GSM2235903	459.041007867495	552.361599926643	1011.40260779414	0.729333294767349
GSE84437_GSM2235904	391.620486476949	384.587194325952	776.207680802901	0.752513813495383
GSE84437_GSM2235905	1225.24909999711	2378.8050722893	3604.05417228641	0.42302013734314
