Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
TCGA_TCGA-D7-6524	0.00514998217492441	0.00632169440593101	0	0.0413772371228355	0	0.20189538235684	0	0	0.0757721111543858	0	0.024545283683365	0.0206022631919548	0.00907412812058472	0.20439938917571	0.0283513091597834	0.0485319525142435	0.0560527460691334	0.0378033101367241	0	0.130918109737893	0	0.109205100995691	0.004	0.30384577504573	0.968628226682587
TCGA_TCGA-CD-A486	0.0649408005644647	0	0.0695001362057367	0.0299504449316161	0	0	0	0.0450522385355701	0.0417864939113784	0.00688962459905826	0	0.0115427745403533	0	0.444130179753158	0.0601765762792333	0.127783675665284	0	0.0764699470732737	0	0.021777107940873	0	0	0.00700000000000001	0.258565967341865	1.01742221470473
TCGA_TCGA-CG-5716	0.0222794672373593	0.0471261596408321	0.305700987474992	0.107252631881469	0	0.191713030562778	0	0.0423160226715909	0.0900380501237287	0	0.00797116026530844	0	0	0.0232856079452707	0.00624652960851596	0.0288505063003069	0.0132362775737034	0.0239428037443578	0.0753570593940738	0.0034434380396118	0	0.0112402675361005	0.001	0.378234046232306	0.92668046373746
TCGA_TCGA-RD-A7BT	0.00950346540660116	0	0	0.12469558972729	0	0.345774538200786	0.0540107160887316	0.0660239541693031	0.0414697635784415	0	0.0190203987666734	0	0.0388054700364453	0.0746702939026583	0.0900024261544603	0.00424054928688617	0.0918665236963661	0	0	0.0171774807384087	0.0227388302469487	0	0.128	0.112436983535192	1.06088142473321
TCGA_TCGA-IN-A7NT	0.0301619903279756	0	0.0737126752820921	0.0716269333679846	0	0	0.0141093532604276	0.0397253488578487	0.0322689775864176	0	0	0.010539949677344	0	0.243635959864303	0.0180136653208899	0.116301634105343	0	0.223030914496044	0	0.113685117952847	0	0.013187479900483	0.001	0.368583085493481	0.938623375339879
TCGA_TCGA-BR-8296	0.123701479177913	0.0814736092060779	0	0.171273397456209	0	0.202937264178141	0.0128443393263487	0	0.0675799595433227	0	0	0.0166708332093569	0.028636651464426	0.0529253695118874	0.0734403377141838	0.0264261845606057	0	0.0345394170816803	0.107551157569848	0	0	0	0	0.43776756091348	0.898218731376869
TCGA_TCGA-BR-4187	0.0431211957788222	0	0	0.0765739253273051	0	0.0960082671905363	0.036331258219105	0	0	0.0343673864888661	0	0	0.00908059616614885	0	0.0253699817079572	0.213020300854944	0	0.0103446398968459	0.424663715062126	0	0	0.0311187333073432	0	0.68560520404457	0.752966683013624
TCGA_TCGA-VQ-A91K	0.0312419765440697	0	0	0.10794352917968	0	0.139958102136085	0.0477832364100914	0.0390824356208275	0.0867025911342067	0	0	0.0504370847794283	0	0.0534412376753869	0.0697244358421894	0.245342894223569	0.00911106738245352	0.0119686345304301	0.101359950009423	0	0	0.00590282453216007	0.013	0.240749987063077	0.988092327896398
TCGA_TCGA-IN-A6RL	0.0929811262053474	0	0.073010310418655	0.081504068725612	0	0.167240752318607	0	0.031801876223986	0.0300243567480169	0	0	0.0121249910285451	0.00408210193271599	0.00908586118845725	0.13459080315346	0.123969471239332	0.0227576956842874	0.00125715363115751	0.212683977247334	0	0	0.00288545425448591	0.004	0.311502187611423	0.95550071629628
TCGA_TCGA-MX-A5UJ	0.0565424021693719	0.0156027408088481	0	0.112346172355017	0	0.142488518759156	0.0500545898981243	0.0682510784625284	0.040962888447842	0	0	0.0479801062919354	0.013023547870174	0.0531374785978083	0.0943770613265834	0.108550460121825	0	0.00476802077282097	0.186539159504358	0	0	0.00537577461360701	0.005	0.289388215247546	0.966365873261639
TCGA_TCGA-BR-8286	0.0227192731456027	0	0	0.155226734918369	0	0.0780639378162687	0.0217849374171006	0.0100797815414998	0.0889257087706877	0	0.029522296089819	0	0.00331421660930824	0.0752575033278299	0.0399729473821561	0.179894998363332	0.0284112485766054	0.0166233074018058	0.250203108639615	0	0	0	0	0.412323038085313	0.910353045531743
TCGA_TCGA-R5-A7ZF	0.0103529645608931	0	0.25290936705991	0.188929055437582	0	0.0422654293747954	0.0754015321266275	0.11417803548966	0	0	0.00597099688236722	0.0250442725106447	0	0.0498606009780324	0.158068400178578	0.00908290544738172	0.0046678223472668	0.0149786598625584	0	0.0400954596504245	0	0.00819449809327891	0.193	0.0863967574623176	1.05795408581867
TCGA_TCGA-VQ-A8E7	0.0678219922182172	0	0	0.0328872531464399	0	0.190280174546082	0.0711735271614695	0	0.00568047917573799	0	0.0414106743619789	0	0.0111995577416676	0.182024433857889	0.0407031004457881	0.101460987737299	0	0.0031965267062956	0.252161292901135	0	0	0	0.142	0.106153295728055	1.04438818777606
TCGA_TCGA-CG-4436	0.0245017818575443	0	0.0594308302598859	0	0	0.244145377104584	0.176499130891824	0	0	0	0.0551457820423066	0	0.00164366425066177	0.132675112186386	0.0462451252031163	0.0884963541033115	0.0101545341690895	0	0	0.0235191156469861	0.0335046784733991	0.104038513810905	0.241	0.0740876271818539	1.05336528934344
TCGA_TCGA-D7-6520	0.0892695365988092	0	0.0445942303007	0.0458699302156925	0	0.13944603042946	0.0436469791987485	0.0287233442403185	0.103389749307021	0	0.00697465647512256	0.0205262230276888	0.0270803572460671	0.0244232129923067	0.0895757318136507	0.136017627653074	0	0.104964767284385	0.0954976232169553	0	0	0	0.005	0.287333615978406	0.964230841430659
TCGA_TCGA-BR-4368	0.0539720188594745	0	0.0102086187300202	0.219817693287862	0	0.0356399790840043	0.115307921466634	0.016219452214319	0.0125011048109294	0.062283888927701	0	0	0.00495253328659965	0.0783396770128504	0.136742184612956	0.12026989868068	0	0	0.13374502902597	0	0	0	0	0.515293158954979	0.858471342725622
