Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
TCGA_TCGA-RD-A8MV	0.0718926674910846	0.00278439855848937	0	0.17950428380765	0	0.120121582027035	0.0656607877554147	0.0690754819599224	0.0465330613972294	0	0	0.0214870099321872	0.0444579089319559	0.0830606954963017	0.123673547210266	0.0582617643014791	0	0.038585305902538	0.0538885701251357	0	0	0.0210129351033105	0	0.435187554206916	0.899637921565241
TCGA_TCGA-BR-8484	0.0527541292449551	0	0.00371521092275648	0.0889951582748297	0	0.185599712133371	0.0402020159725348	0.00825185236519553	0.0193845816847063	0.0569131630650875	0	0.0266639018832215	0	0.18136442847556	0.0745179073333803	0.0972029196164746	0.0224601949107677	0	0.141974824117159	0	0	0	0.03	0.195719372241754	1.00901350859907
TCGA_TCGA-HU-A4GC	0.0762054915189478	0	0.0379825949526043	0.164109019842181	0	0.246641089059629	0.0501301566594912	0.000434789702016951	0.01544416425924	0	0.00455946263940875	0.00951993720973807	0	0.0179567484996292	0.103650346320017	0.069569318443239	0.0504163722949449	0	0.153380508598914	0	0	0	0.00700000000000001	0.258350889073393	0.981208199891231
TCGA_TCGA-BR-6564	0.0662971308487113	0	0	0.186073144061215	0	0.215294349357745	0	0	0.0689852471901399	0	0	0.0577997592324941	0.0171196096097868	0	0.0699458434494814	0.13261926849992	0.00242533758929421	0.0152800461193998	0.168160264041812	0	0	0	0	0.400561340265567	0.917400854224958
TCGA_TCGA-HU-A4GU	0.0919055878287849	0	0	0.0918600212821813	0	0.249530513783053	0.0895122763079534	0.0513798839383094	0.0482799922904008	0	0.0269864450516598	0.023504193774344	0	0.110943657717049	0.0538081127527915	0.0905738603232076	0	0.0538096295469275	0	0.0139461948497333	0	0.00395963055360444	0.559	0.02734128382465	1.08703688710592
TCGA_TCGA-BR-8059	0	0	0.0452427772443414	0.175161766349984	0	0.0988857158359773	0.0890726073987396	0	0.00830507270690825	0	0.11364408794305	0	0	0.181435639158281	0.114781731029217	0.16968935521442	0	0	0	0.00378124711908163	0	0	0.00700000000000001	0.26268668142224	0.990365229119103
TCGA_TCGA-F1-6177	0	0	0	0.116086874984928	0	0.190597485855448	0.0689678074494858	0.0401507325900824	0.0166827084527491	0	0	0.0482849527467125	0	0.121854174589274	0.102726765400062	0.149278927743019	0	0.0152372498097228	0	0.130132320378515	0	0	0.036	0.179698887005778	1.03124712271815
TCGA_TCGA-CD-8528	0.0440560816205812	0	0	0.00339553286556086	0	0.253317911524168	0.0146274183202337	0.0226850642047062	0	0	0	0.041537017000734	0	0.163556658216438	0.0814909687808267	0.217382578068724	0.0300228844062957	0	0.0741181140608656	0	0	0.0538097709308666	0.187	0.0880085526474092	1.05945068661923
TCGA_TCGA-BR-6710	0	0	0.219000637764482	0.187624831379136	0	0.130513694243584	0	0	0.0489015792775913	0	0.046792982537642	0	0.0157476500884358	0	0.0248391076451797	0.0506541642929385	0	0.00683607457323692	0.269089278197774	0	0	0	0.004	0.315398759299171	0.954302917507181
TCGA_TCGA-BR-8291	0.033222553258004	0	0	0.225421623678187	0	0.15314844662391	0.0399002758296226	0	0.0145633927626055	0	0	0.0318960326448116	0.0244312080733332	0	0.0312861859370814	0.182691656123189	0.0699045034125884	0.00999989452072643	0.18353422713594	0	0	0	0	0.399445527626432	0.91633880628495
TCGA_TCGA-D7-6526	0.160879528523032	0	0.00940912232911316	0.0560386171997311	0	0.195214531895498	0	0.000493896758813702	0.140278161159868	0	0.0410513705639701	0	0.0156313456546556	0.161130213048854	0.0248462828582433	0.0789757121437579	0.0174115294353476	0.0174841819628284	0.0218122966855426	0.0141414353405887	0	0.0452017744401559	0.165	0.0978961789463358	1.04969056327286
TCGA_TCGA-BR-8364	0.041413725688651	0	0	0.0951862625164185	0	0.282527767706699	0	0	0.0119350731665748	0	0	0.0427795800929887	0.025264962910563	0.0773622551866651	0.0437865606852833	0.15468594753193	0.00444496030097709	0.0117168749707295	0.20889602924252	0	0	0	0.004	0.310902515286871	0.957696971914935
TCGA_TCGA-KB-A93J	0.0331551190092094	0	0.03576443053902	0.0930461178558473	0	0.0565190622557439	0.0387675026000046	0.0254312397406488	0.0763494629838977	0.0132859279494429	0	0.0686961115049004	0	0.184348651274431	0.0922446064164814	0.210072978529512	0.00872630863126897	0	0.0635924807095911	0	0	0	0	0.47431232933384	0.879600631085038
TCGA_TCGA-BR-8080	0.0718208589680264	0	0	0.0791714420619736	0	0.19769018274619	0.0330913812983282	0	0.00298276444516552	0.0162530329634661	0	0.026406182678105	0.036156090285681	0.151563740467747	0.0994064981254464	0.105583197783473	0.0399132350321721	0	0.139961393144226	0	0	0	0.001	0.387932468330193	0.92148417265527
TCGA_TCGA-IN-8462	0.0268477782800143	0	0.0136378171082805	0.081993575567021	0	0.110215532242842	0	0.0459541032546478	0.0843937063194495	0.00898352333937927	0	0.0309537260985177	0.000162244783748554	0.0301914121402487	0.133340309030438	0.0631028757430914	0.0837404236759963	0.00914621426661955	0.277336758149705	0	0	0	0.024	0.209939577120985	1.00587927805483
TCGA_TCGA-F1-6874	0.0173933430686664	0	0	0.0571254530817231	0	0.152956666201916	0.0601983438088281	0	0	0	0.075717069556821	0.000764854955127738	0	0.370412347247219	0.0713029376074078	0.0637585674253487	0	0	0	0.106989420249059	0	0.0233809967978828	0.001	0.395167463667623	0.92997333426116
TCGA_TCGA-CD-A487	0.0371877984599143	0	0	0.0672783587485096	0	0.105960500741392	0	0.0299720437633824	0.0215049067675119	0	0	0.07446957522905	0	0	0.00613080828910206	0.0259046581576255	0	0.190198301938629	0.324166890001694	0	0	0.117226157903189	0.036	0.178381448269648	1.02821898995286
TCGA_TCGA-BR-4369	0.0093003746173756	0	0.149796762381729	0.0660696492645026	0	0.329852425123702	0.0551003752938585	0.00410125005736036	0.000365261196613934	0	0.0400389663115754	0	0.00663713762863126	0.039574015188579	0.0437215546801385	0.0871136912442469	0.105786281599845	0.0136498297461755	0.0441218376928215	0.00477058797284416	0	0	0.03	0.195886543028261	0.999196102669987
TCGA_TCGA-D7-6519	0.0462106306789338	0	0	0.254471481508717	0	0.00032088022965908	0.0184518740914042	0.025258121895532	0.103316276485013	0	0	0.0868564693633435	0.00931659725866021	0.0147332588482034	0.0282721498625004	0.12206220655757	0.0232248293626763	0.0576704941250305	0.209834729732756	0	0	0	0.01	0.251635292226201	0.988300162011292
TCGA_TCGA-VQ-A91U	0.0533236018229109	0	0.0837233733832673	0.190498133768783	0	0.118033151748849	0.0874642742469999	0.0373153857771707	0.029875051992507	0	0	0.0373172857982957	0	0.191521692474372	0.0483557237190858	0.0728646583828918	0.00645447904529511	0	0.0432531878395721	0	0	0	0.00600000000000001	0.273325408958159	0.974106403983128
TCGA_TCGA-VQ-A925	0.106341393283844	0	0.0381296678677928	0.119330322342064	0	0.329637598324021	0.00624490689978722	0.00229326122379385	0.00755383291483001	0	0	0.0437303555855642	0.0164818433129183	0.0625663772978436	0.0562621870754649	0.0255246476835163	0	0.014688247267963	0.171215358920597	0	0	0	0.051	0.161856630189087	1.02772657312708
TCGA_TCGA-BR-8372	0	0.0135581272636659	0	0.261449058734671	0	0	0.130932997267333	0.0348577536160052	0.0230373104031057	0.0296134026304057	0	0.0443784654348554	0	0.115508755925088	0.070730426851083	0.165937960983656	0.0753152087912224	0	0.0330670074879787	0	0	0.00161352461092975	0.003	0.321094060681451	0.956145790785931
TCGA_TCGA-F1-6875	0.102448008864007	0	0	0.134468050215424	0	0	0	0.10667293456368	0.115257674379875	0	0.0746135235972655	0	0	0.374697509069056	0	0.04698228398216	0	0	0	0.0448600153285327	0	0	0.086	0.135310049375311	1.06306673172399
TCGA_TCGA-FP-7916	0.0426163325039468	0	0.0881622747320191	0.229675935272664	0	0	0.0968034601316357	0.00400223122769767	0.0274639102415169	0.00158542970881968	0	0.0256927115525489	0	0.0664066593264477	0.130536180946351	0.111852434687121	0	0.00680883783843022	0.168393601830801	0	0	0	0	0.515074017408353	0.861106221022179
TCGA_TCGA-VQ-AA6D	0.0811990499906792	0	0	0.0297993192895002	0	0.132846148347074	0	0.0965680325362724	0.0536813757339171	0	0	0.0499981420394038	0	0.230652039247449	0.0588834410513285	0.0173094173897071	0	0.0819161966017112	0	0.167146837772958	0	0	0.419	0.045079443890266	1.09568177150037
TCGA_TCGA-BR-8589	0.0194889817546964	0	0.0180387487928471	0.393699598664969	0	0	0.137273191898852	0.0547908680757326	0.028694248841822	0.0185371165239985	0	0.01245827888989	0	0.0311821414058331	0.0753905011658822	0.0884648899081273	0.0556606656158044	0.00257176294786201	0.063749005513683	0	0	0	0.001	0.379056655133836	0.930234798337283
TCGA_TCGA-3M-AB46	0.0884238361105594	0	0.00128165692874309	0.0625688290597707	0	0.219915154402899	0	0.0405450671612187	0.0446559692515458	0	0	0.0623306278211623	0.00853351463696065	0.27828138708712	0.100544980875341	0.0367772355507906	0.0384120736095006	0	0.017729667504388	0	0	0	0.329	0.0589024145977939	1.08621601470849
TCGA_TCGA-CG-5734	0.0226964907709334	0	0.10911322025153	0.092941488792221	0	0.131850669726352	0	0.0585506705897839	0.0579144046488181	0.0217831162695948	0	0.0303329803084652	0	0.25495501679145	0.0662055751161493	0.0624417238153581	0.0129742871538272	0	0.0269721449102072	0.0352440413794628	0	0.0160241694758465	0	0.511575063577053	0.86110199405171
TCGA_TCGA-BR-4294	0.0142990401407139	0	0.0903488508365244	0.0837062151236074	0	0.186319383877961	0.0697743591329093	0	0	0.0448525324773258	0.0469964017857047	0	0.119322354261468	0	0.0118871778622099	0.159501695169929	0.0155694575936559	0.025410888408812	0	0.0012452312931559	0.0952963138445226	0.0354700981914995	0.382	0.0501710566964325	1.05752024240342
TCGA_TCGA-VQ-A924	0.00502966760415832	0	0	0.171944898714584	0	0.0953244711728378	0.121550831278889	0.0841430856288277	0	0	0	0.0339824592111418	0	0.185677841252583	0.0828070591552618	0.122406494057881	0.00987468647692359	0.0240423164105021	0.0632161890364102	0	0	0	0.005	0.288013539342514	0.971330639043116
TCGA_TCGA-BR-8683	0.0867026900682204	0	0	0.157556520986176	0	0.153306844490717	0.009995804680225	0.0277751618693335	0.0459354444403065	0	0	0.0478909505931064	0.00101280237308761	0.119740882922472	0.0789517138559258	0.062440170041371	0.0577548631592072	0.0258133141800211	0.125122836339831	0	0	0	0.024	0.208482429335107	1.00232320980862
TCGA_TCGA-VQ-A8PK	0.0662912091660208	0	0.0335102556140258	0.0723925776522811	0	0.174988799247427	0.0854839212833042	0.0436104827756056	0.00932893862449698	0.0109295404575069	0.0190585923306554	0.0257638934008445	0.00843234159961886	0.123713595610677	0.110793998005813	0.0272468835682422	0	0.111447226294741	0.0770077443687391	0	0	0	0.033	0.189874492002775	1.01340223372986
TCGA_TCGA-BR-A4J4	0.0902705848125002	0	0	0.109639351652322	0	0.166008277367392	0	0.0280219598325535	0.0915849541317043	0.0233539922491844	0	0.0269615130190721	0.00907302804341219	0.0188992856446712	0.147818873531226	0.105679621958119	0.12281654058281	0	0.0598720171750321	0	0	0	0.003	0.320417132714459	0.955728530917352
TCGA_TCGA-R5-A7ZE	0.0407597281652303	0	0.042669182726088	0	0	0.0942605853552619	0.0625373687820102	0	0.0980349936706272	0.0150940726849181	0.0960339725550226	0	0.00482051250584988	0.379783210232141	0	0	0.0126322195120578	0.0435233636697285	0	0.104497528513808	0	0.00535326162725585	0.368	0.0523323685674578	1.10015340679197
TCGA_TCGA-D7-6522	0.0123494992743482	0.101739282348903	0.00454350641983133	0.152445970060037	0	0.0396682325538442	0.0445994279435891	0.0356956988337463	0.0848075467552679	0.0242685798299825	0	0	0.00308911837299227	0.126519928232491	0.0649831658881907	0.156225394145221	0.00758619634314962	0	0.141478452998406	0	0	0	0	0.570958320280856	0.836477405299927
TCGA_TCGA-D7-6822	0	0.0262092060232047	0	0.132732664927395	0	0.227330599742556	0	0	0	0	0.00805082441767107	0.0607841541632094	0	0.221670151037227	0.0889714432044558	0.0878794851627232	0.0118735878745303	0	0.0690560763961145	0	0	0.0654418070509136	0.038	0.174756451628561	1.03138384195305
TCGA_TCGA-BR-6803	0.109700920897635	0	0.0374962994284806	0.293475967671512	0	0.0350625782798534	0.0150983988382972	0	0.103495947687779	0	0	0.0328884177252148	0.00796351763142048	0.0222412009485034	0.097676710666407	0.0914259922869117	0.0159408945981435	0	0.137533153339842	0	0	0	0	0.476691764762168	0.878505861329404
TCGA_TCGA-BR-8483	0.0948586752615365	0	0.107431923223775	0.0715347846048958	0	0.0125272248789932	0.0440716518605088	0.0495918380283097	0.0399855073787957	0	0	0.00968451606466365	0	0.30806859696686	0.134834111017697	0.0547081483334501	0	0	0.0727030223805145	0	0	0	0.005	0.28381957514331	0.975303903600806
TCGA_TCGA-BR-6563	0.0748365251065699	0	0.0320483565094101	0.195753388729927	0	0.173119428314365	0	0	0.0588574196184812	0	0	0.024604348845008	0.017608887424166	0.0523446526133123	0.0583843050320655	0.0839770936919491	0.0163807822921846	0	0.212084811822561	0	0	0	0	0.497859562509417	0.868920961516261
TCGA_TCGA-SW-A7EA	0.0148686056689802	0	0	0.284077569671796	0	0	0.127095631577647	0.0369696010044313	0.0772589381838828	0	0	0.0908044512049517	0.0185608644503083	0.0402830327584606	0.104560685599829	0.0454421550962155	0.0461315155488882	0.0263962312178434	0.0875507180167655	0	0	0	0.00600000000000001	0.266969288556152	0.989938842128262
TCGA_TCGA-BR-6705	0.0381371245183026	0.0159525133378145	0	0.140374586455	0	0.108079631222662	0.0318213483731641	0	0.134408088441692	0.00088302308051443	0	0	0.00299365619600329	0.120373025067991	0.0973212391945996	0.151135237646162	0	0.026357510294315	0.132163016171781	0	0	0	0.00600000000000001	0.276791094301029	0.972268493919802
TCGA_TCGA-BR-8678	0.110985297220394	0	0.0288971880791463	0.186359345875945	0	0	0.0899243669227835	0.0756429721865065	0.0171299514830685	0	0.0230859906311363	0.0164290845974334	0.0236379536808408	0.209988051737827	0.148291228439408	0.0696285691455106	0	0	0	0	0	0	0	0.434631544343373	0.900583296055754
TCGA_TCGA-BR-8680	0.0967608934239342	0	0	0.152071000051197	0	0.0799528072978704	0.0430215252370016	0.117187809081384	0	0.0153372023693273	0.0165611142888654	0	0	0.182067149080705	0.0670595850235369	0.0917114346360499	0.0190787840160153	0	0.107697121266802	0.0114935742273108	0	0	0.382	0.0502400451063286	1.06694486449315
TCGA_TCGA-CG-4462	0.0258096537837547	0	0	0.0126903696468101	0	0.109237883046938	0.0382658770680411	0	0	0.013641953919639	0.0396396927470877	0	0.0326235939875634	0.0716808683491919	0.00760125489633562	0.262794990186701	0.00310925159593125	0.0557966341789523	0.149161361375047	0.031102900275584	0	0.146843714942423	0	0.445663493100857	0.894359918701032
TCGA_TCGA-RD-A8N5	0.0254519739173322	0	0	0	0	0.182691441405164	0	0	0.0139597651061997	0	0.0410106624137354	0	0	0.308465840531072	0.00125920196291929	0.149999402301301	0	0.0410623376158959	0	0.0937058498872693	0	0.142393524859111	0	0.476096834044763	0.881720823909412
TCGA_TCGA-BR-8295	0.298804216153339	0	0.161591305657847	0.11279837961895	0	0.0247669607821007	0.000857474430829434	0.0782672414172998	0.0051579778583354	0	0	0.0146194815536262	0.00595183089399636	0.154562372278831	0.0486357153680352	0.0277013663821312	0	0	0.0662856776046776	0	0	0	0.434	0.0435015747536906	1.06241505382643
TCGA_TCGA-D7-8578	0.0575468440172742	0	0.0285740981845209	0.144236788080244	0	0.125806661015416	0	0.0341570338418395	0.0603346921802289	0	0	0.0883412531134072	0.00682871916315231	0.0561557066512632	0.0376247576166732	0.10380078316809	0.0164275837484689	0.0205811145394811	0.21958396467994	0	0	0	0.118	0.118528730123488	1.04167421415988
TCGA_TCGA-R5-A7ZI	0.0295514755666041	0	0.025287119070899	0.228476147183407	0	0.13865664008111	0.0613497563100683	0.0480136391827444	0.0734125155623636	0	0.0595640530611218	0	0.000316938051015917	0.0421492772879727	0.0307919287272114	0.13777466589742	0	0.0770430710835846	0.0476127729344774	0	0	0	0.001	0.374148220551296	0.930353387975554
TCGA_TCGA-FP-8209	0.133254936326026	0.048440284073303	0	0.138536732211583	0	0.225459719980023	0	0.00461897150905394	0.0558048238988512	0	0	0.0389689736295247	0.0171270913320272	0.0528759310348931	0.0478593448389823	0.0478042324551625	0	0.0219566307867582	0.167292327923812	0	0	0	0	0.404109183445496	0.914657083473423
TCGA_TCGA-HU-8610	0.0578477700483988	0	0	0.0139209328267576	0	0.170417553019066	0.0281429979041205	0.0239043943435739	0.0561053627262973	0	0.0535691193511257	0	0	0.248382666672173	0.00750683399248881	0.0613940429319569	0	0.123402761491557	0	0.148942171650778	0	0.00646339304170503	0	0.455426638401511	0.889874288299809
TCGA_TCGA-VQ-AA69	0.0890801579788568	0	0.0340798992827818	0.247973951331626	0	0	0.181099063754321	0.0394466729060755	0	0	0.0849667632928229	0	0.0198520450622496	0.0150279885081225	0.119755763250219	0.0781016263573675	0.017740468641172	0	0.0672239533873745	0	0	0.00565164624701122	0.0649999999999999	0.147609282892281	1.03456250179174
TCGA_TCGA-CG-5723	0	0	0.0581303864158189	0.222608626416637	0	0.00932670610148771	0.191351849170615	0.0283145717631947	0	0.0164543096946926	0	0.0362125798306275	0.0116985387786214	0.0713829446401512	0.111447821077905	0.147436448713055	0.00425776739032389	0.0266629884576395	0	0.0294627349681097	0.0113584746284354	0.0238932519526848	0	0.411960249568342	0.911148971018339
TCGA_TCGA-RD-A8N2	0.0427512412381696	0	0	0.245254872471531	0	0.162931103280181	0.0214196315965267	0	0.0326194184861432	0	0	0.0279225032146676	0.0301221084178369	0	0.035423906208196	0.193058662601983	0	0.0282032948746514	0.180293257610113	0	0	0	0.015	0.233566638608645	0.993932454378908
TCGA_TCGA-BR-7722	0.0377673043671605	0	0	0.0723481052907668	0	0.229713628647723	0	0	0.0657003012658383	0	0	0.00664073222811967	0.00331947458324867	0.0616282168742557	0.0363900742501583	0.105190715851765	0.0873096047215949	0.000941480307171025	0.293050361612198	0	0	0	0	0.404344810591467	0.914581708665116
TCGA_TCGA-D7-8576	0.0101772929740389	0	0.0516629412869592	0.0251286866022386	0	0.190491257807376	0	0.00164013712604229	0.0238439343623152	0	0	0.0297805992749329	0.00717767589608342	0.0734970232265674	0.0333657204363211	0.186306825233821	0.0488583540957653	0.0351138652958147	0.282955686381725	0	0	0	0.004	0.313075982611021	0.955305604856595
TCGA_TCGA-BR-8058	0.0434883288481131	0	0	0.209524295644984	0	0.132711652115751	0.0606507793102185	0.0297982719639846	0.039067590774039	0	0	0.0397002060311795	0.0206478743220434	0.080086190355023	0.118025540562978	0.0685588156013384	0.0232548373707023	0	0.134485617099645	0	0	0	0	0.476211924244775	0.878627448582043
TCGA_TCGA-VQ-A91E	0.0851113421879375	0	0.172211609691971	0.183931921277033	0	0.155275371077619	0.0694336621641338	0.064978289124272	0.0256068004762144	0	0.0289732467962222	0	0.01660725319731	0.0724855968850349	0.0298361439063931	0.0306475668326002	0	0.0072414728951365	0.0576597234881219	0	0	0	0.00600000000000001	0.278263297450995	0.968205004725089
TCGA_TCGA-VQ-A8PO	0.0698344052041391	0	0.0510290669735791	0.257039720014378	0	0	0.164363399559661	0.0838568843563835	0.0580688424729128	0	0.0318234887990419	0	0	0.145721364202088	0.0540683838734702	0.0626332652281304	0.0100923663357785	0.00643970761696405	0.00502910536347453	0	0	0	0.004	0.303821342113038	0.962250077701469
TCGA_TCGA-CG-4444	0.0735821943892468	0	0.103937303282586	0.0399222605602427	0	0.141325009205361	0.0544277157990749	0.0254513533541899	0.00542796151808943	0.0300478571291943	0	0.0010713770362844	0.00631459935424607	0.0521154197923937	0.0723091152340568	0.17467290679849	0.0247445047941611	0	0.163636300502497	0	0.000903095644685666	0.0301110256051996	0.023	0.215054434447192	0.987445242052039
TCGA_TCGA-CD-5798	0.0289125864314393	0	0	0.167088311685779	0	0.149464329005733	0	0	0.107288874532545	0	0	0.011099568408349	0.0370150616676293	0	0.0465317804479807	0.242491644327291	0.0724284330073851	0.0206710447917457	0.116098857626227	0	0	0.00090950806789625	0.001	0.384979389353569	0.922649050171974
TCGA_TCGA-BR-7851	0.0593022628157307	0	0	0.120504126745413	0	0.110012622189184	0.0898543789076657	0.0261649870783005	0	0	0.0490555681606642	0.0413024108042304	0	0.114968352884054	0.109866437448555	0.132702674520114	0.0226418960556848	0	0.123624282390404	0	0	0	0.005	0.284286130249404	0.970088748668624
TCGA_TCGA-BR-8591	0.0284329810911526	0	0.0575223021858871	0.0800162318327594	0	0.0754558568081351	0.0328500970054223	0.0407137551294628	0.0617156976365982	0.0133134731937618	0	0.084592900091316	0	0.172215117270489	0.128306661293596	0.13742095015046	0	0	0.0419446039825615	0.0378257907417752	0	0.00767358158662257	0.001	0.359950103976469	0.938441398331979
TCGA_TCGA-D7-A6EV	0.0732665301428462	0	0.0265912717662792	0.0549567865603489	0	0.217906061856682	0.0357644326955598	0.0514611039118755	0.0638966544118593	0	0	0.0359010115781518	0	0.101669184601012	0.0341042762136806	0.124243275107567	0	0.0356766510699822	0.102420601040137	0.0244205111291408	0	0.0177216479148783	0.677	0.0103850495108569	1.07653613959539
TCGA_TCGA-R5-A805	0.0128435747521775	0	0	0.0676254757127431	0	0.0902991357540823	0.00310386325258114	0.000280960543998356	0.0474871802778782	0	0	0.0134131322433599	0.0745916182183565	0.194534152781828	0.00895855994115958	0.0862625315807458	0	0.102159573459771	0.0548072227407601	0.107475908567386	0	0.136157110173173	0.001	0.375192971156279	0.933706012069391
TCGA_TCGA-VQ-A8P2	0.101488927274753	0	0.0461903048879029	0.0810042284182228	0	0.33278480724939	0.0262942480949779	0.0218435389552458	0.0222397155543783	0	0	0.0286168737457017	0	0.123190175078134	0.0475882803096316	0.0952035257063502	0	0	0	0.0735553747253112	0	0	0.301	0.062720708426035	1.07083183701269
TCGA_TCGA-BR-8687	0.0221623300500887	0	0	0.0461745576222034	0	0.334526151488274	0.0145178587270482	0	0.0310107893035836	0	0	0.0377699913585582	0	0.059172886139043	0.0599778345619313	0.163648036427002	0.118347593491757	0	0.11269197083051	0	0	0	0.038	0.174259605051366	1.01587692907123
TCGA_TCGA-MX-A5UG	0.0507060759769258	0.177019044899738	0.00286806247343461	0.120635886251235	0	0.167208488844916	0.0149761983949177	0.00141489310382413	0.0489275928827564	0	0.0214852742240753	0	0.010296050710381	0.0412431167559824	0.0259608499238954	0.050773162409373	0.0188645178756886	0.0381260962438493	0.200187061509912	0	0	0.00930762751909495	0.002	0.352717796242066	0.936892583746552
TCGA_TCGA-VQ-A94U	0.0409378181349388	0	0	0.0442815986841198	0	0.315043817743129	0	0	0.0186794838346409	0	0	0.0489615749988752	0.0475474083053588	0	0.0727731417009089	0.285510899840728	0	0.00540080188675244	0.118183218438341	0	0.00268023643220831	0	0.329	0.0589869421332452	1.06640640388757
TCGA_TCGA-D7-A4Z0	0.0867276982213143	0.0175244147963124	0	0.0555086161743368	0	0.23934466290544	0.0185700366265776	0.0191464866406252	0.0636661725498211	0	0.000627128799240104	0.0120197604547892	0.0218796529186313	0.105123949015004	0.0361786104699976	0.0159913696255507	0.08334655592398	0.0488059780094603	0.158580822942659	0	0	0.0169580839262609	0.005	0.291513928431434	0.962130281076293
TCGA_TCGA-BR-8590	0.0645419851164812	0	0.0132187451550991	0.0607812609416116	0	0.259100783552103	0	0	0.0440978605508923	0	0	0.0605586629909401	0.0251953028963279	0.0326608277760594	0.0789270746912427	0.0861552574973211	0.0340401448886057	0	0.240722093943316	0	0	0	0.002	0.357944560350923	0.935963505377472
TCGA_TCGA-BR-6565	0.0194324138920345	0.0037884324914016	0	0.170560683968477	0	0.0270253647341719	0.122174502390175	0.0455134706963151	0.0224907756046504	0	0.00959028883494519	0.0287794423440726	0.01198338569733	0.212423125384765	0.0749421967771683	0.134491172102795	0.0123704158880182	0	0.10443432919368	0	0	0	0.001	0.391346388622961	0.920848633627923
TCGA_TCGA-VQ-A923	0.07140959606377	0	0	0.287270829010255	0	0.0706237439157929	0.0656254446331357	0.0729975927410651	0.0560806962930639	0	0	0.0324327040556221	0	0.0922740388573246	0.118190894683245	0.0429420156843034	0.0147218483305332	0	0.0754305957318891	0	0	0	0	0.482110786141634	0.875220306817764
TCGA_TCGA-D7-A4YU	0.0441827111148683	0.0180347274588142	0.0791925552656173	0.19876703624081	0	0	0.112618555977872	0.0306715213993387	0.0542776666197762	0	0	0.030475000366538	0	0.0943393344276261	0.192989516651722	0.0699895776154292	0	0.00455968137602862	0.0699021154855586	0	0	0	0	0.630480720885409	0.790572151082503
TCGA_TCGA-VQ-AA6K	0.0653870717463958	0	0.0985801844967489	0.206340912147071	0	0.147095406929356	0.0763780417856894	0.0102432549940154	0	0	0	0.0257403733487174	0.0115283931232503	0.0534029216394819	0.0325590966306043	0.0447120927362267	0.0137851715532303	0.00952954523396633	0.204717533635246	0	0	0	0.00700000000000001	0.260703740582389	0.976225065684875
TCGA_TCGA-BR-8679	0.0677932859687514	0	0.0198964137049709	0	0	0.0978527157358284	0	0.0274247814520292	0	0.0144464853339521	0	0.0558574159425472	0.00684718647429318	0.0699421254111254	0.104021228615326	0.291288013980171	0	0.150857940644	0.0937724067370045	0	0	0	0.039	0.172373338615035	1.02927224565686
TCGA_TCGA-F1-A448	0.062619142550242	0	0.0425375667528387	0.0480151802048735	0	0.196169647922415	0	0	0.0111679765080765	0	0.0186790411932413	0	0	0.337673004140118	0.00650742817621917	0.0837180149577944	0	0.0320723254140174	0	0.101200216687348	0	0.0596404554928162	0.004	0.309230797165854	0.9718106366498
TCGA_TCGA-CD-8535	0.0219645669963179	0	0.0387741638557288	0	0.0353222713496764	0.0695767404351429	0	0.00600511267560356	0.020091817999614	0.100939667675995	0	0.0471615030428128	0	0.48411228259217	0.0151674720782019	0.107827749683248	0	0	0.0530566516154888	0	0	0	0	0.464117599424408	0.894639151100998
TCGA_TCGA-D7-8574	0.0202172266580516	0.319730027904816	0	0.192959143344412	0	0.00816971103770008	0	0.0503347970625976	0.0749273742416751	0.0194079983886086	0	0.0321139658505226	0.0206571835253255	0.0521046510770373	0.0292766778777877	0.0999682444038363	0	0.0194471237393811	0.0606858748882489	0	0	0	0	0.510415902942576	0.862029365296293
TCGA_TCGA-D7-5577	0.0569487112557725	0	0.00849332161559086	0.257960230233096	0	0	0.112379931764056	0.0327683208239428	0.0422176186215195	0	0.0149523983107744	0.0325485581210013	0.00530081632785787	0.042848448369449	0.0738762883964993	0.183217001494975	0.0177085255403369	0.00491310309508474	0.108627359509016	0	0	0.00523936652102817	0	0.446827447071246	0.893856390181585
TCGA_TCGA-CG-5722	0.0438072169246804	0	0.0364009127159882	0.283162028280556	0	0.107115149216907	0	0.0789050545985186	0.0496748410317662	0	0	0.0648513013292666	0.00235655271099795	0.0332788109285734	0.100285216209133	0.0421916862631308	0.0331445704917464	0.0215735954630576	0.103253063835678	0	0	0	0.004	0.305993034307168	0.969023648383999
TCGA_TCGA-CG-5726	0.00948329868559828	0	0	0.145409413496318	0	0.252217908783847	0.074486810950874	0	0.0183334105497475	0	0.0240787538507405	0	0.0125481364614707	0.154388990626028	0.0649671705642599	0.122455956215772	0.0479363258593887	0.00655069021848049	0	0.0663804010735099	0.000762732663965737	0	0.1	0.130024155828212	1.04479571871658
